cv_id,job_id,job_title,company,industry,language_detected,required_experience_years,required_education,semantic_score_percent,keyword_score_percent,improvement_percent,semantic_rank_for_cv,keyword_rank_for_cv,semantic_skills_score_percent,semantic_experience_score_percent,semantic_education_score_percent
CV014,IT00005,Data Engineer,Company Not Specified,Information Technology,fi,3,Bachelor,27.35,1.08,26.27,24,30,14.3,36.59,34.96
CV014,IT00006,QA Automation Engineer,Company Not Specified,Information Technology,fi,2,Bachelor,21.53,0.91,20.62,32,31,5.82,30.52,34.96
CV014,IT00007,Cybersecurity Analyst,Company Not Specified,Information Technology,fi,3,Bachelor,25.88,1.52,24.36,27,28,5.97,41.24,34.96
CV014,IT00008,UI/UX Designer,Company Not Specified,Information Technology,fi,3,Bachelor,27.0,2.87,24.13,25,20,17.7,32.31,34.96
CV014,IT00009,IT Support Specialist,Company Not Specified,Information Technology,fi,1,Diploma,26.8,1.64,25.16,26,27,14.19,28.77,48.08
CV014,IT00010,Product Manager (Tech),Company Not Specified,Information Technology,fi,5,Bachelor,44.2,5.52,38.68,3,8,48.44,44.58,34.96
CV014,FN00001,Financial Analyst,Company Not Specified,Finance,fi,3,Bachelor,43.69,6.89,36.8,4,4,28.29,63.46,34.96
CV014,FN00002,Senior Risk Management Officer,Company Not Specified,Finance,fi,5,Bachelor,43.16,6.61,36.55,6,5,26.33,64.1,34.96
CV014,FN00003,Investment Banking Associate,Company Not Specified,Finance,fi,4,Master,43.0,5.11,37.89,7,9,35.35,57.13,30.06
CV014,FN00004,Akuntan Pajak Senior,Company Not Specified,Finance,fi,4,Bachelor,44.36,13.33,31.03,2,1,39.24,54.19,34.96
CV014,FN00005,Treasury Manager,Company Not Specified,Finance,fi,6,Bachelor,43.2,9.16,34.04,5,3,30.2,60.31,34.96
CV014,FN00006,Junior Auditor,Company Not Specified,Finance,fi,1,Bachelor,38.68,6.42,32.26,10,6,28.0,51.22,34.96
CV014,FN00007,Marketing Loan Officer,Company Not Specified,Finance,fi,2,Bachelor,37.22,3.38,33.84,12,17,22.52,53.05,34.96
CV014,FN00008,Compliance Officer,Company Not Specified,Finance,fi,4,Bachelor,41.77,4.94,36.83,8,10,24.62,62.33,34.96
CV014,FN00009,Financial Planning Analyst,Company Not Specified,Finance,fi,3,Bachelor,46.57,9.34,37.23,1,2,35.28,63.66,34.96
CV014,FN00010,Branch Manager,Company Not Specified,Finance,fi,7,Bachelor,31.45,1.9,29.55,18,25,29.26,31.88,34.96
CV013,jd-0001,Software Engineer,PT Teknologi Maju,Information Technology,bilingual,2,S1 Ilmu Komputer / Bachelor of Computer Science,42.97,3.63,39.34,4,27,39.64,38.89,57.77
CV013,jd-0002,Data Analyst,PT Keuangan Nusantara,Finance,bilingual,1,S1 Statistika / Matematika / Ilmu Komputer,37.09,4.7,32.39,10,17,26.1,43.38,46.5
CV013,MK00001,Digital Marketing Specialist,Company Not Specified,Marketing,bilingual,2,Bachelor,21.39,5.78,15.61,32,12,0.0,29.14,48.65
CV013,MK00002,Brand Manager,Company Not Specified,Marketing,bilingual,5,Bachelor,27.98,5.31,22.67,26,16,16.21,29.42,48.65
CV013,MK00003,Social Media Manager,Company Not Specified,Marketing,bilingual,3,Bachelor,28.17,4.67,23.5,25,19,16.59,29.51,48.65
CV013,MK00004,Performance Marketing Lead,Company Not Specified,Marketing,bilingual,6,Bachelor,32.88,5.77,27.11,18,13,25.15,32.73,48.65
CV013,MK00005,Content Marketing Strategist,Company Not Specified,Marketing,bilingual,3,Bachelor,24.87,4.28,20.59,30,22,13.88,23.98,48.65
CV013,MK00006,Trade Marketing Executive,Company Not Specified,Marketing,bilingual,2,Bachelor,29.71,3.85,25.86,20,26,22.02,27.93,48.65
CV013,MK00007,Marketing Communications Manager,Company Not Specified,Marketing,bilingual,5,Bachelor,30.55,3.61,26.94,19,28,25.93,26.13,48.65
CV013,MK00008,SEO Specialist,Company Not Specified,Marketing,bilingual,2,Bachelor,25.92,4.38,21.54,29,21,12.32,28.16,48.65
CV013,MK00009,Customer Experience Manager,Company Not Specified,Marketing,bilingual,5,Bachelor,42.81,5.49,37.32,6,15,38.5,44.2,48.65
CV013,MK00010,Growth Marketing Analyst,Company Not Specified,Marketing,bilingual,2,Bachelor,35.23,8.2,27.03,14,4,23.8,39.96,48.65
CV013,IT00001,Backend Engineer,Company Not Specified,Information Technology,bilingual,3,Bachelor,42.88,5.83,37.05,5,11,34.26,48.61,48.65
CV013,IT00002,Frontend Developer,Company Not Specified,Information Technology,bilingual,2,Bachelor,33.6,6.95,26.65,17,8,10.49,49.18,48.65
CV013,IT00003,DevOps Engineer,Company Not Specified,Information Technology,bilingual,4,Bachelor,41.69,8.26,33.43,8,3,31.89,48.01,48.65
CV013,IT00004,Mobile Developer (Android),Company Not Specified,Information Technology,bilingual,3,Bachelor,35.68,4.13,31.55,11,24,23.91,40.96,48.65
CV013,IT00005,Data Engineer,Company Not Specified,Information Technology,bilingual,3,Bachelor,34.55,6.41,28.14,15,9,22.89,39.15,48.65
CV013,IT00006,QA Automation Engineer,Company Not Specified,Information Technology,bilingual,2,Bachelor,33.98,7.13,26.85,16,7,9.18,51.45,48.65
CV013,IT00007,Cybersecurity Analyst,Company Not Specified,Information Technology,bilingual,3,Bachelor,44.98,27.54,17.44,2,1,31.83,56.3,48.65
CV013,IT00008,UI/UX Designer,Company Not Specified,Information Technology,bilingual,3,Bachelor,49.49,15.72,33.77,1,2,28.69,70.71,48.65
CV013,IT00009,IT Support Specialist,Company Not Specified,Information Technology,bilingual,1,Diploma,38.91,4.68,34.23,9,18,25.72,46.65,49.83
CV013,IT00010,Product Manager (Tech),Company Not Specified,Information Technology,bilingual,5,Bachelor,44.37,7.97,36.4,3,5,43.91,42.69,48.65
CV013,FN00001,Financial Analyst,Company Not Specified,Finance,bilingual,3,Bachelor,29.53,5.91,23.62,21,10,12.58,36.93,48.65
CV013,FN00002,Senior Risk Management Officer,Company Not Specified,Finance,bilingual,5,Bachelor,42.4,5.52,36.88,7,14,26.2,55.48,48.65
CV013,FN00003,Investment Banking Associate,Company Not Specified,Finance,bilingual,4,Master,21.66,2.77,18.89,31,31,11.59,29.85,25.4
CV013,FN00004,Akuntan Pajak Senior,Company Not Specified,Finance,bilingual,4,Bachelor,27.51,4.02,23.49,27,25,17.09,27.36,48.65
CV013,FN00005,Treasury Manager,Company Not Specified,Finance,bilingual,6,Bachelor,28.59,2.71,25.88,24,32,14.52,32.63,48.65
CV013,FN00006,Junior Auditor,Company Not Specified,Finance,bilingual,1,Bachelor,29.17,7.23,21.94,22,6,17.14,31.45,48.65
CV013,FN00007,Marketing Loan Officer,Company Not Specified,Finance,bilingual,2,Bachelor,25.95,2.8,23.15,28,30,8.15,32.4,48.65
CV013,FN00008,Compliance Officer,Company Not Specified,Finance,bilingual,4,Bachelor,35.38,4.2,31.18,12,23,16.49,47.63,48.65
CV013,FN00009,Financial Planning Analyst,Company Not Specified,Finance,bilingual,3,Bachelor,35.25,4.46,30.79,13,20,29.29,34.5,48.65
CV013,FN00010,Branch Manager,Company Not Specified,Finance,bilingual,7,Bachelor,29.13,3.47,25.66,23,29,19.56,28.94,48.65
CV012,jd-0001,Software Engineer,PT Teknologi Maju,Information Technology,id,2,S1 Ilmu Komputer / Bachelor of Computer Science,31.14,2.54,28.6,25,31,19.49,33.73,49.28
CV012,jd-0002,Data Analyst,PT Keuangan Nusantara,Finance,id,1,S1 Statistika / Matematika / Ilmu Komputer,49.81,5.03,44.78,9,23,37.57,65.9,42.09
CV012,MK00001,Digital Marketing Specialist,Company Not Specified,Marketing,id,2,Bachelor,27.99,5.8,22.19,30,20,10.72,39.21,40.08
CV012,MK00002,Brand Manager,Company Not Specified,Marketing,id,5,Bachelor,38.52,6.45,32.07,17,14,27.34,48.93,40.08
CV012,MK00003,Social Media Manager,Company Not Specified,Marketing,id,3,Bachelor,29.4,5.36,24.04,27,22,17.26,36.2,40.08
CV012,MK00004,Performance Marketing Lead,Company Not Specified,Marketing,id,6,Bachelor,39.09,6.25,32.84,16,15,32.81,44.88,40.08
CV012,MK00005,Content Marketing Strategist,Company Not Specified,Marketing,id,3,Bachelor,33.52,6.02,27.5,24,16,21.63,42.12,40.08
CV012,MK00006,Trade Marketing Executive,Company Not Specified,Marketing,id,2,Bachelor,39.61,3.93,35.68,14,28,35.83,43.15,40.08
CV012,MK00007,Marketing Communications Manager,Company Not Specified,Marketing,id,5,Bachelor,36.55,6.48,30.07,18,13,25.11,46.23,40.08
CV012,MK00008,SEO Specialist,Company Not Specified,Marketing,id,2,Bachelor,29.34,2.41,26.93,28,32,20.32,32.98,40.08
CV012,MK00009,Customer Experience Manager,Company Not Specified,Marketing,id,5,Bachelor,42.42,6.66,35.76,13,12,37.35,48.65,40.08
CV012,MK00010,Growth Marketing Analyst,Company Not Specified,Marketing,id,2,Bachelor,49.73,7.83,41.9,10,9,45.87,58.41,40.08
CV012,IT00001,Backend Engineer,Company Not Specified,Information Technology,id,3,Bachelor,34.47,4.89,29.58,23,24,20.76,45.37,40.08
CV012,IT00002,Frontend Developer,Company Not Specified,Information Technology,id,2,Bachelor,27.32,4.07,23.25,32,26,0.0,48.25,40.08
CV012,IT00003,DevOps Engineer,Company Not Specified,Information Technology,id,4,Bachelor,34.85,4.07,30.78,21,26,15.27,51.82,40.08
CV012,IT00004,Mobile Developer (Android),Company Not Specified,Information Technology,id,3,Bachelor,28.01,3.84,24.17,29,29,16.53,33.45,40.08
CV012,IT00005,Data Engineer,Company Not Specified,Information Technology,id,3,Bachelor,35.67,4.38,31.29,19,25,23.1,46.03,40.08
CV012,IT00006,QA Automation Engineer,Company Not Specified,Information Technology,id,2,Bachelor,27.85,3.7,24.15,31,30,2.31,47.28,40.08
CV012,IT00007,Cybersecurity Analyst,Company Not Specified,Information Technology,id,3,Bachelor,35.64,5.69,29.95,20,21,17.76,51.3,40.08
CV012,IT00008,UI/UX Designer,Company Not Specified,Information Technology,id,3,Bachelor,34.77,5.87,28.9,22,19,20.45,46.44,40.08
CV012,IT00009,IT Support Specialist,Company Not Specified,Information Technology,id,1,Diploma,30.25,5.9,24.35,26,18,5.65,48.41,43.14
CV012,IT00010,Product Manager (Tech),Company Not Specified,Information Technology,id,5,Bachelor,48.92,9.04,39.88,11,7,41.78,60.49,40.08
CV012,FN00001,Financial Analyst,Company Not Specified,Finance,id,3,Bachelor,56.56,16.71,39.85,3,3,47.36,73.99,40.08
CV012,FN00002,Senior Risk Management Officer,Company Not Specified,Finance,id,5,Bachelor,55.54,10.88,44.66,4,5,46.76,72.04,40.08
CV012,FN00003,Investment Banking Associate,Company Not Specified,Finance,id,4,Master,50.65,8.59,42.06,6,8,51.84,62.26,25.06
CV012,FN00004,Akuntan Pajak Senior,Company Not Specified,Finance,id,4,Bachelor,50.39,20.59,29.8,8,2,45.19,60.74,40.08
CV012,FN00005,Treasury Manager,Company Not Specified,Finance,id,6,Bachelor,57.77,7.52,50.25,2,10,57.0,67.39,40.08
CV012,FN00006,Junior Auditor,Company Not Specified,Finance,id,1,Bachelor,47.2,10.5,36.7,12,6,35.62,62.34,40.08
CV012,FN00007,Marketing Loan Officer,Company Not Specified,Finance,id,2,Bachelor,50.48,11.44,39.04,7,4,38.55,67.61,40.08
CV012,FN00008,Compliance Officer,Company Not Specified,Finance,id,4,Bachelor,51.82,7.48,44.34,5,11,41.46,68.04,40.08
CV012,FN00009,Financial Planning Analyst,Company Not Specified,Finance,id,3,Bachelor,59.47,27.27,32.2,1,1,46.79,81.85,40.08
CV012,FN00010,Branch Manager,Company Not Specified,Finance,id,7,Bachelor,39.6,5.95,33.65,15,17,29.95,49.02,40.08
CV011,jd-0001,Software Engineer,PT Teknologi Maju,Information Technology,bilingual,2,S1 Ilmu Komputer / Bachelor of Computer Science,41.86,10.23,31.63,5,5,31.95,46.15,53.1
CV011,jd-0002,Data Analyst,PT Keuangan Nusantara,Finance,bilingual,1,S1 Statistika / Matematika / Ilmu Komputer,35.19,2.88,32.31,13,29,28.51,38.81,41.3
CV011,MK00001,Digital Marketing Specialist,Company Not Specified,Marketing,bilingual,2,Bachelor,23.16,4.49,18.67,32,18,2.55,39.0,32.68
CV011,MK00002,Brand Manager,Company Not Specified,Marketing,bilingual,5,Bachelor,25.82,3.48,22.34,30,25,21.92,26.28,32.68
CV011,MK00003,Social Media Manager,Company Not Specified,Marketing,bilingual,3,Bachelor,25.66,3.56,22.1,31,24,17.71,30.1,32.68
CV011,MK00004,Performance Marketing Lead,Company Not Specified,Marketing,bilingual,6,Bachelor,33.94,4.57,29.37,17,17,31.72,36.8,32.68
CV011,MK00005,Content Marketing Strategist,Company Not Specified,Marketing,bilingual,3,Bachelor,27.56,3.94,23.62,28,23,19.66,32.89,32.68
CV011,MK00006,Trade Marketing Executive,Company Not Specified,Marketing,bilingual,2,Bachelor,29.65,2.59,27.06,24,30,25.77,32.01,32.68
CV011,MK00007,Marketing Communications Manager,Company Not Specified,Marketing,bilingual,5,Bachelor,31.41,4.35,27.06,20,19,30.25,31.94,32.68
CV011,MK00008,SEO Specialist,Company Not Specified,Marketing,bilingual,2,Bachelor,28.23,3.3,24.93,26,26,17.96,36.27,32.68
CV011,MK00009,Customer Experience Manager,Company Not Specified,Marketing,bilingual,5,Bachelor,40.28,4.31,35.97,7,20,39.64,44.71,32.68
CV011,MK00010,Growth Marketing Analyst,Company Not Specified,Marketing,bilingual,2,Bachelor,38.16,5.93,32.23,12,10,31.75,47.3,32.68
CV011,IT00001,Backend Engineer,Company Not Specified,Information Technology,bilingual,3,Bachelor,42.02,10.5,31.52,4,3,32.3,56.4,32.68
CV011,IT00002,Frontend Developer,Company Not Specified,Information Technology,bilingual,2,Bachelor,31.56,6.62,24.94,19,9,7.68,54.87,32.68
CV011,IT00003,DevOps Engineer,Company Not Specified,Information Technology,bilingual,4,Bachelor,43.66,8.69,34.97,2,6,38.89,53.93,32.68
CV011,IT00004,Mobile Developer (Android),Company Not Specified,Information Technology,bilingual,3,Bachelor,39.49,13.77,25.72,10,2,24.09,58.29,32.68
CV011,IT00005,Data Engineer,Company Not Specified,Information Technology,bilingual,3,Bachelor,34.1,5.64,28.46,16,13,24.23,44.68,32.68
CV011,IT00006,QA Automation Engineer,Company Not Specified,Information Technology,bilingual,2,Bachelor,34.61,8.67,25.94,15,7,14.42,55.76,32.68
CV011,IT00007,Cybersecurity Analyst,Company Not Specified,Information Technology,bilingual,3,Bachelor,43.19,21.21,21.98,3,1,30.55,61.09,32.68
CV011,IT00008,UI/UX Designer,Company Not Specified,Information Technology,bilingual,3,Bachelor,39.99,6.93,33.06,8,8,30.47,53.17,32.68
CV011,IT00009,IT Support Specialist,Company Not Specified,Information Technology,bilingual,1,Diploma,41.11,10.48,30.63,6,4,28.58,55.43,37.51
CV011,IT00010,Product Manager (Tech),Company Not Specified,Information Technology,bilingual,5,Bachelor,45.33,5.66,39.67,1,12,48.47,48.51,32.68
CV011,FN00001,Financial Analyst,Company Not Specified,Finance,bilingual,3,Bachelor,30.12,4.93,25.19,21,15,21.8,37.17,32.68
CV011,FN00002,Senior Risk Management Officer,Company Not Specified,Finance,bilingual,5,Bachelor,38.72,4.78,33.94,11,16,27.63,52.83,32.68
CV011,FN00003,Investment Banking Associate,Company Not Specified,Finance,bilingual,4,Master,27.08,3.23,23.85,29,28,20.55,36.99,20.32
CV011,FN00004,Akuntan Pajak Senior,Company Not Specified,Finance,bilingual,4,Bachelor,28.03,3.3,24.73,27,26,25.5,28.24,32.68
CV011,FN00005,Treasury Manager,Company Not Specified,Finance,bilingual,6,Bachelor,29.68,1.68,28.0,23,32,24.58,33.29,32.68
CV011,FN00006,Junior Auditor,Company Not Specified,Finance,bilingual,1,Bachelor,33.64,5.78,27.86,18,11,23.54,44.21,32.68
CV011,FN00007,Marketing Loan Officer,Company Not Specified,Finance,bilingual,2,Bachelor,29.98,2.49,27.49,22,31,14.61,44.01,32.68
CV011,FN00008,Compliance Officer,Company Not Specified,Finance,bilingual,4,Bachelor,39.66,5.23,34.43,9,14,25.31,57.5,32.68
CV011,FN00009,Financial Planning Analyst,Company Not Specified,Finance,bilingual,3,Bachelor,35.02,4.1,30.92,14,22,35.83,35.37,32.68
CV011,FN00010,Branch Manager,Company Not Specified,Finance,bilingual,7,Bachelor,29.41,4.19,25.22,25,21,25.51,31.67,32.68
CV010,jd-0001,Software Engineer,PT Teknologi Maju,Information Technology,bilingual,2,S1 Ilmu Komputer / Bachelor of Computer Science,27.88,5.1,22.78,30,23,19.2,29.3,42.42
CV010,jd-0002,Data Analyst,PT Keuangan Nusantara,Finance,bilingual,1,S1 Statistika / Matematika / Ilmu Komputer,38.04,4.66,33.38,16,28,43.27,41.39,20.86
CV010,MK00001,Digital Marketing Specialist,Company Not Specified,Marketing,bilingual,2,Bachelor,49.85,20.04,29.81,6,3,35.31,65.04,48.55
CV010,MK00002,Brand Manager,Company Not Specified,Marketing,bilingual,5,Bachelor,57.38,24.39,32.99,3,2,46.28,72.89,48.55
CV010,MK00003,Social Media Manager,Company Not Specified,Marketing,bilingual,3,Bachelor,42.78,8.97,33.81,12,8,37.21,45.46,48.55
CV010,MK00004,Performance Marketing Lead,Company Not Specified,Marketing,bilingual,6,Bachelor,58.05,16.99,41.06,2,4,50.24,70.6,48.55
CV010,MK00005,Content Marketing Strategist,Company Not Specified,Marketing,bilingual,3,Bachelor,47.89,14.15,33.74,8,6,34.39,61.07,48.55
CV010,MK00006,Trade Marketing Executive,Company Not Specified,Marketing,bilingual,2,Bachelor,56.79,8.74,48.05,4,9,58.31,59.38,48.55
CV010,MK00007,Marketing Communications Manager,Company Not Specified,Marketing,bilingual,5,Bachelor,44.61,8.66,35.95,10,11,34.75,52.49,48.55
CV010,MK00008,SEO Specialist,Company Not Specified,Marketing,bilingual,2,Bachelor,44.53,8.31,36.22,11,12,33.96,53.08,48.55
CV010,MK00009,Customer Experience Manager,Company Not Specified,Marketing,bilingual,5,Bachelor,46.03,7.16,38.87,9,15,42.14,48.66,48.55
CV010,MK00010,Growth Marketing Analyst,Company Not Specified,Marketing,bilingual,2,Bachelor,63.95,27.68,36.27,1,1,57.18,78.41,48.55
CV010,IT00001,Backend Engineer,Company Not Specified,Information Technology,bilingual,3,Bachelor,37.27,2.91,34.36,18,32,24.81,44.09,48.55
CV010,IT00002,Frontend Developer,Company Not Specified,Information Technology,bilingual,2,Bachelor,29.31,5.52,23.79,29,18,6.56,42.45,48.55
CV010,IT00003,DevOps Engineer,Company Not Specified,Information Technology,bilingual,4,Bachelor,27.75,4.82,22.93,31,26,11.24,33.85,48.55
CV010,IT00004,Mobile Developer (Android),Company Not Specified,Information Technology,bilingual,3,Bachelor,29.7,5.96,23.74,28,17,17.96,32.02,48.55
CV010,IT00005,Data Engineer,Company Not Specified,Information Technology,bilingual,3,Bachelor,36.88,5.37,31.51,19,20,24.67,43.25,48.55
CV010,IT00006,QA Automation Engineer,Company Not Specified,Information Technology,bilingual,2,Bachelor,30.9,4.8,26.1,26,27,9.6,43.37,48.55
CV010,IT00007,Cybersecurity Analyst,Company Not Specified,Information Technology,bilingual,3,Bachelor,27.45,4.92,22.53,32,25,15.44,28.9,48.55
CV010,IT00008,UI/UX Designer,Company Not Specified,Information Technology,bilingual,3,Bachelor,35.36,7.88,27.48,22,13,20.88,43.25,48.55
CV010,IT00009,IT Support Specialist,Company Not Specified,Information Technology,bilingual,1,Diploma,30.49,4.41,26.08,27,29,18.53,31.72,51.94
CV010,IT00010,Product Manager (Tech),Company Not Specified,Information Technology,bilingual,5,Bachelor,56.4,14.58,41.82,5,5,56.64,60.09,48.55
CV010,FN00001,Financial Analyst,Company Not Specified,Finance,bilingual,3,Bachelor,42.41,8.72,33.69,13,10,38.55,43.19,48.55
CV010,FN00002,Senior Risk Management Officer,Company Not Specified,Finance,bilingual,5,Bachelor,36.77,5.14,31.63,20,22,18.9,48.76,48.55
CV010,FN00003,Investment Banking Associate,Company Not Specified,Finance,bilingual,4,Master,35.2,4.98,30.22,23,24,37.19,36.04,29.54
CV010,FN00004,Akuntan Pajak Senior,Company Not Specified,Finance,bilingual,4,Bachelor,36.59,5.52,31.07,21,18,25.34,41.86,48.55
CV010,FN00005,Treasury Manager,Company Not Specified,Finance,bilingual,6,Bachelor,33.42,4.07,29.35,25,30,20.73,38.55,48.55
CV010,FN00006,Junior Auditor,Company Not Specified,Finance,bilingual,1,Bachelor,38.16,7.57,30.59,15,14,34.58,36.54,48.55
CV010,FN00007,Marketing Loan Officer,Company Not Specified,Finance,bilingual,2,Bachelor,40.35,7.0,33.35,14,16,21.02,55.59,48.55
CV010,FN00008,Compliance Officer,Company Not Specified,Finance,bilingual,4,Bachelor,33.86,3.15,30.71,24,31,23.01,37.36,48.55
CV010,FN00009,Financial Planning Analyst,Company Not Specified,Finance,bilingual,3,Bachelor,49.22,10.08,39.14,7,7,44.2,54.58,48.55
CV010,FN00010,Branch Manager,Company Not Specified,Finance,bilingual,7,Bachelor,37.68,5.37,32.31,17,20,33.04,36.89,48.55
CV009,jd-0001,Software Engineer,PT Teknologi Maju,Information Technology,bilingual,2,S1 Ilmu Komputer / Bachelor of Computer Science,21.47,2.62,18.85,32,31,0.0,31.74,43.86
CV009,jd-0002,Data Analyst,PT Keuangan Nusantara,Finance,bilingual,1,S1 Statistika / Matematika / Ilmu Komputer,26.78,1.46,25.32,28,32,19.37,33.95,27.27
CV009,MK00001,Digital Marketing Specialist,Company Not Specified,Marketing,bilingual,2,Bachelor,62.18,34.73,27.45,1,2,49.68,76.08,59.37
CV009,MK00002,Brand Manager,Company Not Specified,Marketing,bilingual,5,Bachelor,50.91,13.46,37.45,8,7,43.35,54.24,59.37
CV009,MK00003,Social Media Manager,Company Not Specified,Marketing,bilingual,3,Bachelor,55.74,14.22,41.52,6,6,53.88,55.78,59.37
CV009,MK00004,Performance Marketing Lead,Company Not Specified,Marketing,bilingual,6,Bachelor,58.41,18.09,40.32,4,5,50.01,66.33,59.37
CV009,MK00005,Content Marketing Strategist,Company Not Specified,Marketing,bilingual,3,Bachelor,59.93,35.34,24.59,2,1,47.04,73.1,59.37
CV009,MK00006,Trade Marketing Executive,Company Not Specified,Marketing,bilingual,2,Bachelor,52.97,5.94,47.03,7,19,48.7,54.03,59.37
CV009,MK00007,Marketing Communications Manager,Company Not Specified,Marketing,bilingual,5,Bachelor,46.59,9.71,36.88,10,9,39.65,47.14,59.37
CV009,MK00008,SEO Specialist,Company Not Specified,Marketing,bilingual,2,Bachelor,57.83,26.71,31.12,5,3,48.71,66.18,59.37
CV009,MK00009,Customer Experience Manager,Company Not Specified,Marketing,bilingual,5,Bachelor,45.78,8.99,36.79,11,11,34.55,50.21,59.37
CV009,MK00010,Growth Marketing Analyst,Company Not Specified,Marketing,bilingual,2,Bachelor,59.76,23.49,36.27,3,4,47.07,72.64,59.37
CV009,IT00001,Backend Engineer,Company Not Specified,Information Technology,bilingual,3,Bachelor,33.92,4.36,29.56,18,28,10.63,44.49,59.37
CV009,IT00002,Frontend Developer,Company Not Specified,Information Technology,bilingual,2,Bachelor,34.33,6.93,27.4,17,16,6.07,50.07,59.37
CV009,IT00003,DevOps Engineer,Company Not Specified,Information Technology,bilingual,4,Bachelor,26.06,5.91,20.15,31,21,1.74,33.72,59.37
CV009,IT00004,Mobile Developer (Android),Company Not Specified,Information Technology,bilingual,3,Bachelor,29.71,5.46,24.25,26,25,3.41,41.19,59.37
CV009,IT00005,Data Engineer,Company Not Specified,Information Technology,bilingual,3,Bachelor,32.89,5.86,27.03,21,22,9.39,43.15,59.37
CV009,IT00006,QA Automation Engineer,Company Not Specified,Information Technology,bilingual,2,Bachelor,29.98,5.81,24.17,25,23,2.23,43.04,59.37
CV009,IT00007,Cybersecurity Analyst,Company Not Specified,Information Technology,bilingual,3,Bachelor,26.41,5.09,21.32,29,27,8.27,28.08,59.37
CV009,IT00008,UI/UX Designer,Company Not Specified,Information Technology,bilingual,3,Bachelor,30.4,6.49,23.91,24,17,1.51,44.8,59.37
CV009,IT00009,IT Support Specialist,Company Not Specified,Information Technology,bilingual,1,Diploma,26.29,5.93,20.36,30,20,7.72,29.96,56.07
CV009,IT00010,Product Manager (Tech),Company Not Specified,Information Technology,bilingual,5,Bachelor,47.19,12.97,34.22,9,8,38.18,50.11,59.37
CV009,FN00001,Financial Analyst,Company Not Specified,Finance,bilingual,3,Bachelor,33.41,9.08,24.33,19,10,26.35,27.48,59.37
CV009,FN00002,Senior Risk Management Officer,Company Not Specified,Finance,bilingual,5,Bachelor,31.5,5.47,26.03,23,24,14.4,34.66,59.37
CV009,FN00003,Investment Banking Associate,Company Not Specified,Finance,bilingual,4,Master,28.45,4.02,24.43,27,29,27.47,32.86,21.58
CV009,FN00004,Akuntan Pajak Senior,Company Not Specified,Finance,bilingual,4,Bachelor,34.35,7.59,26.76,16,15,23.33,32.86,59.37
CV009,FN00005,Treasury Manager,Company Not Specified,Finance,bilingual,6,Bachelor,31.83,3.89,27.94,22,30,20.77,29.13,59.37
CV009,FN00006,Junior Auditor,Company Not Specified,Finance,bilingual,1,Bachelor,34.41,8.23,26.18,15,13,21.03,35.3,59.37
CV009,FN00007,Marketing Loan Officer,Company Not Specified,Finance,bilingual,2,Bachelor,41.45,8.71,32.74,13,12,24.87,49.08,59.37
CV009,FN00008,Compliance Officer,Company Not Specified,Finance,bilingual,4,Bachelor,33.19,5.41,27.78,20,26,15.61,37.68,59.37
CV009,FN00009,Financial Planning Analyst,Company Not Specified,Finance,bilingual,3,Bachelor,42.37,8.05,34.32,12,14,31.59,44.66,59.37
CV009,FN00010,Branch Manager,Company Not Specified,Finance,bilingual,7,Bachelor,34.54,6.13,28.41,14,18,26.77,29.89,59.37
CV008,jd-0001,Software Engineer,PT Teknologi Maju,Information Technology,bilingual,2,S1 Ilmu Komputer / Bachelor of Computer Science,34.09,4.01,30.08,20,27,34.44,30.78,39.99
CV008,jd-0002,Data Analyst,PT Keuangan Nusantara,Finance,bilingual,1,S1 Statistika / Matematika / Ilmu Komputer,43.35,6.37,36.98,7,12,37.63,52.5,36.47
CV008,MK00001,Digital Marketing Specialist,Company Not Specified,Marketing,bilingual,2,Bachelor,21.82,4.93,16.89,32,21,8.18,27.48,37.8
CV008,MK00002,Brand Manager,Company Not Specified,Marketing,bilingual,5,Bachelor,34.72,6.38,28.34,17,11,36.23,31.66,37.8
CV008,MK00003,Social Media Manager,Company Not Specified,Marketing,bilingual,3,Bachelor,28.42,6.08,22.34,29,15,26.99,25.15,37.8
CV008,MK00004,Performance Marketing Lead,Company Not Specified,Marketing,bilingual,6,Bachelor,32.89,6.27,26.62,21,13,34.1,29.22,37.8
CV008,MK00005,Content Marketing Strategist,Company Not Specified,Marketing,bilingual,3,Bachelor,28.94,3.25,25.69,28,31,20.38,33.06,37.8
CV008,MK00006,Trade Marketing Executive,Company Not Specified,Marketing,bilingual,2,Bachelor,34.25,3.35,30.9,19,30,35.66,31.06,37.8
CV008,MK00007,Marketing Communications Manager,Company Not Specified,Marketing,bilingual,5,Bachelor,35.93,4.35,31.58,15,24,39.11,31.81,37.8
CV008,MK00008,SEO Specialist,Company Not Specified,Marketing,bilingual,2,Bachelor,24.12,2.83,21.29,30,32,19.37,22.03,37.8
CV008,MK00009,Customer Experience Manager,Company Not Specified,Marketing,bilingual,5,Bachelor,44.23,5.95,38.28,4,16,46.73,44.94,37.8
CV008,MK00010,Growth Marketing Analyst,Company Not Specified,Marketing,bilingual,2,Bachelor,40.72,5.21,35.51,11,20,40.57,42.33,37.8
CV008,IT00001,Backend Engineer,Company Not Specified,Information Technology,bilingual,3,Bachelor,32.26,3.67,28.59,22,29,23.96,37.79,37.8
